HIGH_CH,DIAB,OBES,PHY_IA,SMOKE,DEATH
35.8,6.7,32.4,22.4,17.7,303.6
39.4,5.9,32.6,24.4,18.9,381.9
37.2,11.3,30.3,19.5,18.1,270
37.6,11,34,25.7,21.6,299.8
35.2,6.3,32,20.3,18.1,313.5
38.9,6.8,35.6,22.1,21.7,293
34.4,7.2,31.2,20.4,18.4,328.9
38.2,6.8,34.3,29.4,18.3,297.2
32.5,6.1,26.3,20.3,16,287.8
37.5,8.3,28.3,25.8,19.4,285.9
38,7.8,35.7,19.2,18.6,333.8
40.7,9.7,39.7,21.9,19.7,295.7
32.1,9.7,31.6,22.7,19.9,379.1
36.6,10.4,37,21.4,19.4,282.7
34.5,10.9,32.5,17.6,17.1,302.4
35.8,5.7,23.4,12.8,13.1,278.3
39.1,5.7,27.4,24,19.4,302.6
33.3,6.9,28.5,18,16.2,293.3
35.8,9.1,38.6,21.4,18.2,342.6
38.7,5.9,36.8,20.2,19.4,281
35.8,10.5,36.8,21.6,19.4,327.3
36.7,8.7,34.7,16.6,18.7,279.2
35.4,5.6,33,20.8,16.6,317.9
37.1,8.3,37,19.6,19.1,303.5
39.5,11,33.9,16,20,278.2
35.4,7.7,33.1,21.8,17.4,315.1
36,6.3,30.3,16.7,15.4,298.2
35.1,8,27,15.3,14.3,245.8
38.9,6.6,36.7,21.5,19.8,313.2
40.6,9.1,37.4,20.9,20.3,310.7
34.8,8,37,19.1,18.5,261
38.2,6.6,26.8,18.3,18.5,294
39.4,7.9,32.2,17.7,21.4,368.4
38.8,8.5,41.6,17.9,19.4,313
41.1,4.6,29,19.2,17.2,259.6
41.8,8.7,35.3,24.4,18.5,280.2
36.3,8,30.6,18.7,19,323
38.3,9.5,39.7,22.3,22,313.8
40.9,10.9,32.3,17.9,15,279.3
36.8,6.9,36.8,20.3,19.2,283.7
32.9,7.9,39,20,17.7,291.6
32.9,9.6,28.2,18.3,17,314.6
41.5,9.4,35.1,21.6,19.1,284.9
40.8,8.6,30.8,22,21.3,343.9
42.5,6.5,26.8,17.4,18.8,364.5
39.5,9.6,31.1,21.2,19.8,323.3
37.9,6.3,41.3,19,19,315.6
36,8,33.5,21.4,18.3,303.1
40.3,6.2,32.4,21,20.5,468.5
36.9,13.5,45.1,29.1,32.5,345.4
38.8,15.9,35.5,19.3,19.4,374.5
38,6.2,34.9,19.8,17.1,328.7
33.4,6.7,30.3,13.3,16.7,270.8
38.7,10.9,30.1,19.3,18.6,293.2
41,6.3,30.5,20,18.3,343.3
40.5,6.5,25.3,31.8,21.1,327.3
33.2,7.1,25,18.3,15.4,263.7
42.2,10,35,23.5,21.5,309.2
39.3,10.8,35.4,28.4,21.4,309.1
38.9,8.3,37.4,26.7,21,324.2
42.7,8.3,29.3,19.7,17.6,339
41.6,9.4,36.8,25.9,18.3,301.3
36.3,12.2,32.2,25.7,19.5,317.3
34.7,7.8,33.6,28.6,21.3,315.4
34.2,8.8,29.4,24.3,20.2,335.6
39,8.8,29.6,24.3,17,330.7
35.3,7.6,25.4,21.1,17.6,303.7
31.2,8.3,31.1,23,21.5,318.4
36.3,6.8,26.7,22.2,16,307.5
34.4,8.9,28.8,19.1,17.3,256.5
30.4,8,30.1,24.1,18.7,348.8
28.7,2.2,11,10.7,13.2,155.9
33.8,9.5,34.9,24.5,20.6,376.1
36.8,8.2,29.5,27.2,18.1,328.3
27.6,7.7,26,15.6,15.3,252.5
32.7,7.9,31.1,25,22.2,332.8
34.4,9.2,32.2,23.2,19,294.4
37.5,6.8,29.3,23.7,17.5,312.4
36.4,7.8,32.4,30.6,17.7,274.6
37.2,4.5,26.1,21.6,17.1,320.2
32.1,8.9,30,21.9,18.8,264.5
36.8,6.4,27.8,27.7,21.3,274.8
37.7,10.6,28.4,19.8,17.7,270.9
36.3,9.2,36.8,24,19.4,307.4
35.1,6.8,28.9,20.9,16.9,288.3
